Compound,Count,Date,Negative,Neutral,Positive,Tweet Text,User
0.6467,36,Mon Jun 11 01:51:16 +0000 2018,0.0,0.752,0.248,"RT @Valerie4815: What a birthday present, the Tony audience singing happy birthday to you!! #TonyAwards",@CBS
0.0,37,Mon Jun 11 01:38:23 +0000 2018,0.0,1.0,0.0,If only this performance could go on forever. #TonyAwards @FrozenBroadway https://t.co/p2BMUvyTxr,@CBS
0.636,38,Mon Jun 11 01:37:36 +0000 2018,0.0,0.724,0.276,RT @anna_villanueva: Magnificent performance from the cast of @FrozenBroadway! #TonyAwards2018 #TonyAwards #Tonys,@CBS
0.8834,39,Mon Jun 11 01:30:56 +0000 2018,0.0,0.437,0.563,Glenda Jackson wins Best Leading Actress in a Play. #TonyAwards @threetallwomen https://t.co/GRp1gcBuiW,@CBS
0.0,40,Mon Jun 11 01:29:21 +0000 2018,0.0,1.0,0.0,.@SaraBareilles is totally a Gryffindor. #TonyAwards https://t.co/OPQ7esk2dn,@CBS
0.7351,41,Mon Jun 11 01:26:03 +0000 2018,0.079,0.625,0.296,RT @IzzyNY202: How impressive are these Marjory Stoneman Douglas students? That #TonyAwards performance reduced me to tears. Amazing.,@CBS
0.0,42,Mon Jun 11 01:25:59 +0000 2018,0.0,1.0,0.0,RT @KatLargent: MAGIC #TonyAwards,@CBS
0.0,43,Mon Jun 11 01:24:46 +0000 2018,0.0,1.0,0.0,Such a touching moment at the #TonyAwards. ❤️ https://t.co/4kJWTHVPZ8,@CBS
0.4019,44,Mon Jun 11 01:24:12 +0000 2018,0.0,0.838,0.162,.@Matt_Morrison welcomes the Marjory Stoneman Douglas High School theatre department to the stage. #TonyAwards https://t.co/5dxa9smeka,@CBS
0.9151,45,Mon Jun 11 01:19:59 +0000 2018,0.0,0.543,0.457,So many feels at the #TonyAwards. Congratulations to @arielstachel for winning Best Featured Actor in a Musical!… https://t.co/m1aRNIHPRK,@CBS
0.6369,46,Mon Jun 11 01:12:31 +0000 2018,0.0,0.625,0.375,RT @McBenefit: I love everything about you @UzoAduba. #TonyAwards,@CBS
0.1511,47,Mon Jun 11 01:08:28 +0000 2018,0.0,0.898,0.102,RT if that musical number by the cast of Carousel blew you away! #TonyAwards https://t.co/CMzMNtcAQO,@CBS
0.1531,48,Mon Jun 11 01:08:24 +0000 2018,0.0,0.852,0.148,Nathan Lane saw his #AngelsinAmerica role as a challenge. How will you challenge yourself in 2018? #TonyAwards https://t.co/3WXd6AqgBi,@CBS
0.8834,49,Mon Jun 11 01:02:47 +0000 2018,0.0,0.437,0.563,Nathan Lane wins Best Featured Actor in a Play. #TonyAwards @angelsbway https://t.co/xc8M7JtLDE,@CBS
0.0,50,Mon Jun 11 00:58:06 +0000 2018,0.0,1.0,0.0,🌟 @joshgroban and @SaraBareilles are Host Goals. 🌟 #TonyAwards https://t.co/OGQec8cXJ6,@CBS
0.2714,51,Mon Jun 11 00:52:34 +0000 2018,0.0,0.793,0.207,RT @adub369: This is unbelievable! @SaraBareilles and @joshgroban #TonyAwards,@CBS
0.0,52,Mon Jun 11 00:51:11 +0000 2018,0.0,1.0,0.0,Who lives in a pineapple and just performed at The Tonys? 🍍🎶 The cast of SpongeBob SquarePants: The Musical!… https://t.co/mvFxdh9UJi,@CBS
0.8478,53,Mon Jun 11 00:50:18 +0000 2018,0.0,0.494,0.506,✨ @LindsayMendez wins Best Featured Actress in a Musical! #TonyAwards @carouselbway https://t.co/MtgFowscN5,@CBS
0.8858,54,Mon Jun 11 00:45:14 +0000 2018,0.0,0.435,0.565,A big congratulations to @springsteen for his Special Tony award! ✨ #TonyAwards https://t.co/i16u8uv9aT,@CBS
0.0,55,Mon Jun 11 00:44:36 +0000 2018,0.0,1.0,0.0,Can the 73rd annual #TonyAwards just be three-hours of @TitussBurgess? https://t.co/3rCZwwTUtv,@CBS
0.25,56,Mon Jun 11 00:35:41 +0000 2018,0.0,0.92,0.08,"RT @CBSThisMorning: ""We know there are a lot of you out there who have photos of yourself in school plays or community theater."" Post your…",@CBS
0.4588,57,Mon Jun 11 00:34:45 +0000 2018,0.0,0.833,0.167,Keep your acceptance speeches short or else the #TonyAwards will get the angels involved. #AngelsInAmerica 👼 https://t.co/oznhezRzDc,@CBS
0.0,58,Mon Jun 11 00:31:28 +0000 2018,0.0,1.0,0.0,"If you haven't started singing, you will be the rest of the night. #TonyAwards #MyFairLady https://t.co/jbGXwnru8N",@CBS
0.3612,59,Mon Jun 11 00:27:42 +0000 2018,0.0,0.737,0.263,RT @marialena_rago: I like this opener for @MyFairLadyBway #TonyAwards,@CBS
0.8908,60,Mon Jun 11 00:27:00 +0000 2018,0.0,0.43,0.57,Laurie Metcalf wins Best Featured Actress in a Play! #TonyAwards @threetallwomen https://t.co/y4teyJaRPs,@CBS
0.0,61,Mon Jun 11 00:24:31 +0000 2018,0.0,1.0,0.0,Tina Fey has a boat?? #MeanGirls #TonyAwards https://t.co/phYxmHMd3d,@CBS
0.0,62,Mon Jun 11 00:22:15 +0000 2018,0.0,1.0,0.0,Representing the hardest-working men and women in Broadway… ensemble members from every nominated musical tonight!… https://t.co/imlEEnOUla,@CBS
0.6369,63,Mon Jun 11 00:22:15 +0000 2018,0.0,0.588,0.412,RT @misschae: I love theatre so much. #TonyAwards,@CBS
0.0,64,Mon Jun 11 00:18:16 +0000 2018,0.0,1.0,0.0,On Wednesdays they wear pink and on Sundays they perform at the #TonyAwards. 💕 Who thought that performance by the… https://t.co/w7QDkaX6kF,@CBS
0.6369,65,Mon Jun 11 00:13:27 +0000 2018,0.0,0.756,0.244,"RT @MichaelJMoritz: ""We are all made perfectly and we all belong” - Andrew Garfield #TonyAwards",@CBS
0.8834,66,Mon Jun 11 00:12:31 +0000 2018,0.0,0.437,0.563,Andrew Garfield wins Best Leading Actor in a Play. #TonyAwards @angelsbway https://t.co/s2VQnw6IPP,@CBS
0.6696,67,Mon Jun 11 00:06:39 +0000 2018,0.0,0.64,0.36,"RT @nightingalen: Love this opening song! @joshgroban
@SaraBarreilles 
#TonyAwards",@CBS
0.0,68,Mon Jun 11 00:04:15 +0000 2018,0.0,1.0,0.0,✨ @joshgroban and @SaraBareilles take the stage to begin an unforgettable evening. #TonyAwards https://t.co/y9uzlK2DzO,@CBS
0.0,69,Sun Jun 10 23:59:00 +0000 2018,0.0,1.0,0.0,Grab your popcorn... it's time for the #TonyAwards! Go and stream the entire show now: https://t.co/Wo1algQHix https://t.co/JGYTk4NPDN,@CBS
0.0,70,Sun Jun 10 23:18:15 +0000 2018,0.0,1.0,0.0,✨ @thegoodfight's Christine Baranski has arrived on the #TonyAwards red carpet! Watch LIVE at 8/7c on CBS! https://t.co/XnXAnPtRrc,@CBS
0.0,71,Sun Jun 10 22:01:25 +0000 2018,0.0,1.0,0.0,"The hosts have arrived! We're LIVE with @SaraBareilles, @joshgroban and more on the #TonyAwards red carpet hosted b… https://t.co/NtarbgywLe",@CBS
0.4184,72,Sun Jun 10 15:00:01 +0000 2018,0.0,0.843,0.157,Tonight's the night! Join @etnow's @DDirecto on the #TonyAwards' red carpet starting at 5PM ET! https://t.co/hZLOSiIRAT,@CBS
0.5093,73,Sat Jun 09 21:00:02 +0000 2018,0.0,0.845,0.155,These two know a thing or two about awards! Watch them light up the stage tomorrow at the #TonyAwards. ✨ https://t.co/KHVZp65oLS,@CBS
0.0,74,Sat Jun 09 16:00:00 +0000 2018,0.0,1.0,0.0,Here's everything you need to know before watching the #TonyAwards this Sunday at 8/7c: https://t.co/jcRgNGmLUZ https://t.co/8suUhVPFK6,@CBS
0.296,75,Fri Jun 08 19:46:17 +0000 2018,0.0,0.82,0.18,Join @etnow's @DDirecto this Sunday on the #TonyAwards' red carpet. https://t.co/7jS8g10KmY,@CBS
0.0,76,Fri Jun 08 15:00:03 +0000 2018,0.0,1.0,0.0,Here's @laChanze with a reminder that you can stream the #TonyAwards this Sunday on CBS All Access! https://t.co/8TDEXzKmyQ,@CBS
0.9078,77,Fri Jun 08 13:58:15 +0000 2018,0.0,0.564,0.436,"We all get by with a little help from our friends, so what better way to celebrate #NationalBestFriendsDay than to… https://t.co/pIZezbBwaT",@CBS
0.3612,78,Thu Jun 07 17:03:26 +0000 2018,0.0,0.872,0.128,"Get ready for show-stopping performances by the casts of the 2018 Tony-nominated shows Mean Girls, SpongeBob Square… https://t.co/NiSx9Bbw0F",@CBS
0.2732,79,Wed Jun 06 21:00:24 +0000 2018,0.105,0.719,0.176,Don’t miss a special performance from @springsteen this Sunday at the #TonyAwards: https://t.co/LYYdleaFwU https://t.co/IKkKoITH9y,@CBS
0.3595,80,Wed Jun 06 00:08:30 +0000 2018,0.0,0.872,0.128,"RT @CBSThisMorning: .@SaraBareilles and @joshgroban are hosting this Sunday's @TheTonyAwards on @CBS! 

Wednesday, they'll join us LIVE on…",@CBS
-0.4404,81,Tue Jun 05 22:23:35 +0000 2018,0.177,0.723,0.1,"RT @SU2C: SU2C telecast Co-Executive Producer Bradley Cooper sits down with Mitch Carbon, a pediatric cancer survivor who benefited from #S…",@CBS
0.4574,82,Tue Jun 05 22:12:28 +0000 2018,0.0,0.824,0.176,RT @StrangeAngel: About last night... The #StrangeAngel screening party was a blast! Pun intended. 🚀😏 https://t.co/m64EcNmweY,@CBS
0.5093,83,Tue Jun 05 19:00:02 +0000 2018,0.0,0.845,0.155,These CBS stars can really belt it out! Find out which celebs from your favorite shows are pitch-perfect:… https://t.co/X4zMACFazB,@CBS
0.0,84,Tue Jun 05 15:04:41 +0000 2018,0.0,1.0,0.0,"More stars are set to appear at the #TonyAwards, including @billyjoel, @amyschumer, and @katharinemcphee. See who e… https://t.co/lPUocBcn9t",@CBS
0.0,85,Mon Jun 04 17:00:00 +0000 2018,0.0,1.0,0.0,"The #TonyAwards are just days away, and @joshgroban and @SaraBareilles will bring all they've got to Broadway's Big… https://t.co/eKkWn6ClSq",@CBS
-0.3903,86,Fri Jun 01 17:39:17 +0000 2018,0.131,0.807,0.062,"Call us old-fashioned, but we donut want you missing out on #NationalDonutDay! Here are a few treats from us to you… https://t.co/HpzN8bQ3SO",@CBS
0.8442,87,Fri Jun 01 17:00:03 +0000 2018,0.0,0.664,0.336,Remember @Lin_Manuel’s beautiful sonnet from the 70th Annual Tony Awards®? Relive some of the greatest moments in… https://t.co/IZjeQLd58C,@CBS
0.8932,88,Thu May 31 23:50:00 +0000 2018,0.0,0.545,0.455,"Good friends @joshgroban and @SaraBareilles are hosting the #TonyAwards together? Well, this is bound to be fun! https://t.co/26Vgzp0s2e",@CBS
0.4926,89,Wed May 30 15:07:34 +0000 2018,0.0,0.849,0.151,"The #TonyAwards just got even better because @UzoAduba, @MattBomer, and more stars will be presenting live! Find ou… https://t.co/hfFBtWo1T9",@CBS
0.0,90,Mon May 28 21:00:01 +0000 2018,0.0,1.0,0.0,"Mark your calendars. @SalvationCBS returns Monday, June 25 at 9/8c! ☄️ https://t.co/N9pYuhYLRF",@CBS
0.0,91,Mon May 28 02:08:19 +0000 2018,0.0,1.0,0.0,RT @thegoodfight: All episodes of season 2 are now available. Stream #TheGoodFight on CBS All Access: https://t.co/k3tn8kR9KC https://t.co/…,@CBS
0.6239,92,Wed May 23 23:07:38 +0000 2018,0.0,0.789,0.211,Get the popcorn ready! 🍿  It's going to be an unforgettable @survivorcbs finale. Make sure to tune in TONIGHT at 8/… https://t.co/vp0JyqfXMQ,@CBS
0.5859,93,Wed May 23 19:02:43 +0000 2018,0.0,0.826,0.174,"RT @StrangeAngel: Every brilliant mind has a dark side. #StrangeAngel launches June 14, only on CBS All Access. https://t.co/y0MZg1BzEB htt…",@CBS
0.1139,94,Tue May 22 23:19:40 +0000 2018,0.0,0.917,0.083,Prepare yourself. The @NCIS_CBS season finale is unlike any other. Don't miss it TONIGHT at 8/7c. https://t.co/MOH6uiFc0C,@CBS
0.0,95,Tue May 22 20:02:22 +0000 2018,0.0,1.0,0.0,"Summer heats up with @CBSBigBrother, @SalvationCBS, and the brand-new competition series @TKOCBS. Find out when you… https://t.co/DxE7OnKs17",@CBS
0.0,96,Mon May 21 23:00:01 +0000 2018,0.0,1.0,0.0,Who’s going to be watching the season finale of @ManWithAPlan tonight? RT if you'll be tuning in at 8:30/7:30c! https://t.co/ARLRtVuGuc,@CBS
0.3382,97,Sun May 20 20:00:00 +0000 2018,0.061,0.808,0.131,The season finale of @MadamSecretary will leave you speechless! Make sure to tune in tonight at 10/9c. https://t.co/hqxkLZsWpl,@CBS
0.1867,98,Sun May 20 17:00:01 +0000 2018,0.0,0.92,0.08,The @NCISLA season finale is going to be a wild ride. Don't miss all of the action starting TONIGHT at 8/7c! https://t.co/PNtUuVf9VQ,@CBS
0.4199,99,Sat May 19 08:00:01 +0000 2018,0.0,0.715,0.285,Retweet if you're ready for the #RoyalWedding! https://t.co/k57NM7OrXn,@CBS
0.128,0,Wed Jun 27 01:15:08 +0000 2018,0.159,0.617,0.225,"These numbers help explain President Trump's travel ban, and how it could play in November https://t.co/1Ndz9oidnS https://t.co/Z3z1qQdKQx",@CNN
0.2263,1,Wed Jun 27 01:00:04 +0000 2018,0.133,0.69,0.177,"The Supreme Court just enabled a network to deceive America's women, writes Ilyse Hogue for @CNNOpinion… https://t.co/cjb1ZT9uMd",@CNN
0.7096,2,Wed Jun 27 00:45:04 +0000 2018,0.0,0.718,0.282,"It turns out Albert Einstein was pretty smart after all, writes Don Lincoln for @CNNOpinion https://t.co/FKE7WWs2RT https://t.co/Hs6mQs1GA2",@CNN
-0.5719,3,Wed Jun 27 00:36:39 +0000 2018,0.15,0.85,0.0,"RT @AC360: “Who lit the fires of hate and incivility?… it began with Donald Trump’s campaign.” 

Iconic news anchor @DanRather tells @ander…",@CNN
-0.802,4,Wed Jun 27 00:30:07 +0000 2018,0.375,0.625,0.0,"Georgia man gets life in prison for cold case stabbing, dragging death https://t.co/39YyaNmwQD https://t.co/W1GNMQtBOB",@CNN
0.0,5,Wed Jun 27 00:15:02 +0000 2018,0.0,1.0,0.0,"President Trump and his Russian counterpart Vladimir Putin may meet next month in Helsinki, the capital of Finland,… https://t.co/h6cC72vVyI",@CNN
0.4754,6,Wed Jun 27 00:00:23 +0000 2018,0.0,0.829,0.171,Aston Martin has unveiled the most powerful regular production car the company has ever offered… https://t.co/1dSgNbOo1Z,@CNN
0.0,7,Tue Jun 26 23:45:04 +0000 2018,0.0,1.0,0.0,The leader of NOAA says climate study remains the agency's priority following reports that it was considering a dra… https://t.co/yBuhmt3HDM,@CNN
0.3818,8,Tue Jun 26 23:30:38 +0000 2018,0.097,0.746,0.157,"RT @OutFrontCNN: When it comes to defending religious freedom, “I will fight [Trump] in every single way possible,” Democratic Sen. Cory Bo…",@CNN
0.0,9,Tue Jun 26 23:30:07 +0000 2018,0.0,1.0,0.0,White House press secretary Sarah Sanders is expected to receive Secret Service protection. The move comes after sh… https://t.co/ADrjgwrp2k,@CNN
0.6115,10,Tue Jun 26 23:15:53 +0000 2018,0.0,0.715,0.285,Uber wins the right to keep operating in London https://t.co/DfiaLiHddx https://t.co/29ZDsRkw0n,@CNN
-0.0572,11,Tue Jun 26 23:04:36 +0000 2018,0.075,0.925,0.0,"Democrats are wary of public shaming: ""I don't want red restaurants and blue restaurants""
https://t.co/qUe5XP5M1r https://t.co/OuDAAstdCG",@CNN
-0.3182,12,Tue Jun 26 22:53:26 +0000 2018,0.133,0.867,0.0,"North Korea's on Trump's travel ban list, but that's not likely to disrupt diplomacy https://t.co/Nb8COVHdAw https://t.co/QeNX4pW1ky",@CNN
-0.3612,13,Tue Jun 26 22:41:11 +0000 2018,0.111,0.889,0.0,Congressional Budget Office projects federal debt could rise to a historic 152% of GDP by 2048 -- the highest in US… https://t.co/MbvO5UpYtD,@CNN
-0.2263,14,Tue Jun 26 22:29:04 +0000 2018,0.112,0.888,0.0,"""What happened to us should never happen again"": Japanese-American protesters weigh in on travel ruling… https://t.co/2mArXDNfQO",@CNN
0.0,15,Tue Jun 26 22:17:24 +0000 2018,0.0,1.0,0.0,"A large streak of ""blue"" was found on the Mars 
https://t.co/O73TiS0GA2 https://t.co/7TKMLBCRar",@CNN
0.9217,16,Tue Jun 26 22:05:54 +0000 2018,0.0,0.515,0.485,"President Trump awarded a posthumous Medal of Honor to a member of the greatest generation, then-1st Lt. Garlin Mur… https://t.co/nmpFBn7ikn",@CNN
-0.7717,17,Tue Jun 26 21:53:53 +0000 2018,0.325,0.675,0.0,"At least 19 people were shot Monday in Chicago, where police for months have touted declining gun violence https://t.co/FRQJ8bL7Py",@CNN
-0.5574,18,Tue Jun 26 21:41:34 +0000 2018,0.184,0.816,0.0,"If you're coming to the US, this is how the travel ban could affect you https://t.co/htB3U0iPEB https://t.co/UeCDHS8p2o",@CNN
0.0,19,Tue Jun 26 21:29:10 +0000 2018,0.0,1.0,0.0,Melania Trump is set for a second trip to immigration facilities https://t.co/4wD0DVYMeS https://t.co/52W3JY322t,@CNN
-0.802,20,Tue Jun 26 21:17:25 +0000 2018,0.325,0.675,0.0,"After finding a gun in a sofa at IKEA, a child fired the loaded weapon in the store, prompting an investigation of… https://t.co/4AEKCwDNLT",@CNN
-0.5574,21,Tue Jun 26 21:06:17 +0000 2018,0.153,0.847,0.0,Uber's Middle East rival is recruiting Saudi women to take the wheel after a female driving ban was lifted on Sunday https://t.co/Z306TrKnbk,@CNN
0.0772,22,Tue Jun 26 20:55:01 +0000 2018,0.152,0.681,0.168,Mitt Romney is running for Senate as a friend and foe of President Trump https://t.co/5dDiCsmJ6B https://t.co/I7Z2Bp5BHp,@CNN
0.0,23,Tue Jun 26 20:44:24 +0000 2018,0.0,1.0,0.0,Russian pop star at the center of the 2016 Trump Tower meeting story trolls the US https://t.co/VrQcOBhiB1 https://t.co/VmThxs64aY,@CNN
0.1027,24,Tue Jun 26 20:33:14 +0000 2018,0.19,0.595,0.214,Supreme Court finally rejects the infamous Korematsu decision on Japanese-American internment… https://t.co/BbMKE9ZYFL,@CNN
-0.8225,25,Tue Jun 26 20:21:56 +0000 2018,0.369,0.631,0.0,"Leaking bourbon from a Kentucky distillery accident killed hundreds of fish, the state says
https://t.co/OqTcPcAdN7 https://t.co/nMqMPg1LaQ",@CNN
0.8271,26,Tue Jun 26 20:11:07 +0000 2018,0.12,0.492,0.388,"President Trump awarded a posthumous Medal of Honor to World War II hero Garlin Murl Conner, believed to be the sec… https://t.co/KPCKlNUyNs",@CNN
0.0,27,Tue Jun 26 20:10:54 +0000 2018,0.0,1.0,0.0,Voters across the US are heading to the polls for Tuesday's primaries. Here's what you need to know.… https://t.co/vHzj9e6f0U,@CNN
0.0,28,Tue Jun 26 19:59:05 +0000 2018,0.0,1.0,0.0,"The Trump administration expects all countries to reduce their Iranian oil imports to zero or face US sanctions, a… https://t.co/tfMehPVZcp",@CNN
0.836,29,Tue Jun 26 19:45:41 +0000 2018,0.119,0.489,0.391,"President Trump is awarding a posthumous Medal of Honor to World War II hero Garlin Murl Conor, believed to be the… https://t.co/eeUlobai2U",@CNN
-0.2732,30,Tue Jun 26 19:37:55 +0000 2018,0.091,0.909,0.0,New York Gov. Andrew Cuomo announced that New York state and more than a dozen other states are suing the federal g… https://t.co/xbDDM7GtHR,@CNN
-0.5574,31,Tue Jun 26 19:27:07 +0000 2018,0.184,0.816,0.0,"If you're coming to the US, this is how the travel ban could affect you https://t.co/H4I8udOpa1 https://t.co/xGtNjwN2oU",@CNN
0.0,32,Tue Jun 26 19:15:45 +0000 2018,0.132,0.735,0.132,"The first Muslim elected to Congress says the Supreme Court's decision to uphold the travel ban will end up in ""the… https://t.co/DKEMEx6j4F",@CNN
-0.7574,33,Tue Jun 26 19:04:58 +0000 2018,0.374,0.505,0.121,"""No ban, no wall!"" People chanted in front of the Supreme Court protesting the decision to uphold President Trump's… https://t.co/7JqboQMPYH",@CNN
-0.3818,34,Tue Jun 26 18:52:28 +0000 2018,0.313,0.505,0.182,Democrats are upset about the Supreme Court upholding the travel ban https://t.co/C6qseMpElZ https://t.co/jE4ywCSz7z,@CNN
0.5719,35,Tue Jun 26 18:41:29 +0000 2018,0.145,0.562,0.293,"President Donald Trump called Tuesday's Supreme Court ruling on the travel ban ""a tremendous success, a tremendous… https://t.co/qWIco2jrZy",@CNN
-0.802,36,Tue Jun 26 18:30:20 +0000 2018,0.325,0.675,0.0,"After finding a gun in a sofa at IKEA, a child fired the loaded weapon in the store, prompting an investigation of… https://t.co/zjez8m4krp",@CNN
-0.5574,37,Tue Jun 26 18:15:15 +0000 2018,0.247,0.753,0.0,Americans have been split on Trump's travel ban for a while https://t.co/uUyWT6nkVc https://t.co/S3BExJGO0Q,@CNN
-0.4939,38,Tue Jun 26 18:01:17 +0000 2018,0.198,0.802,0.0,"Cocaine and heroin supplies hit record highs globally, according to new report https://t.co/umd2PebaPQ https://t.co/syzJfUEqY2",@CNN
0.6115,39,Tue Jun 26 17:47:07 +0000 2018,0.0,0.715,0.285,Uber wins the right to keep operating in London https://t.co/dX6bTREYEK https://t.co/39UFufLznl,@CNN
0.0,40,Tue Jun 26 17:35:56 +0000 2018,0.0,1.0,0.0,"Nearly 2 years ago, millions of people witnessed the last moments of Philando Castile’s life after he was shot by p… https://t.co/eUGQy52oZG",@CNN
0.5719,41,Tue Jun 26 17:23:34 +0000 2018,0.139,0.579,0.282,"President Trump on the Supreme Court's travel ban ruling: ""A tremendous success, a tremendous victory for the Ameri… https://t.co/fLWA1fwl7J",@CNN
0.5719,42,Tue Jun 26 17:23:15 +0000 2018,0.139,0.579,0.282,"President Trump on the Supreme Court's travel ban ruling: ""A tremendous success, a tremendous victory for the Ameri… https://t.co/2SEhkmC4u4",@CNN
0.0,43,Tue Jun 26 17:16:40 +0000 2018,0.0,1.0,0.0,World's most expensive cities for expats in 2018 revealed https://t.co/933Zq73U4h https://t.co/5JYj57rI9f,@CNN
0.4019,44,Tue Jun 26 17:05:34 +0000 2018,0.145,0.602,0.253,5 takeaways from the Supreme Court's monumental ruling in support of Trump's travel ban | Analysis by Chris Cillizz… https://t.co/bZPjTROCoe,@CNN
0.5574,45,Tue Jun 26 16:54:17 +0000 2018,0.0,0.825,0.175,The Supreme Court sided Tuesday with faith-based pregnancy centers in California in a case that pitted abortion rig… https://t.co/rT5cDxl0gx,@CNN
0.0,46,Tue Jun 26 16:51:27 +0000 2018,0.0,1.0,0.0,The 55 most over-the-top lines from Donald Trump's South Carolina speech | Analysis by Chris Cillizza… https://t.co/SAkA6HJ7jt,@CNN
0.0,47,Tue Jun 26 16:36:45 +0000 2018,0.0,1.0,0.0,Steel tariffs could force the US's largest nail manufacturer to close or move to Mexico https://t.co/OmIb7p5XRa,@CNN
-0.4742,48,Tue Jun 26 16:26:18 +0000 2018,0.158,0.769,0.073,Five teenagers who taunted a drowning man as they recorded his death in Florida will not face charges because by la… https://t.co/romMLKcPBb,@CNN
-0.68,49,Tue Jun 26 16:15:07 +0000 2018,0.367,0.504,0.13,"Protesters are chanting ""No ban, no wall!"" outside the Supreme Court following the decision to uphold President Tru… https://t.co/WVkLflHiiP",@CNN
-0.5574,50,Tue Jun 26 16:05:06 +0000 2018,0.184,0.816,0.0,"President Trump calls travel ban ruling ""a tremendous victory for the American People and the Constitution""… https://t.co/knAhrK7MU5",@CNN
-0.5574,51,Tue Jun 26 15:55:00 +0000 2018,0.153,0.847,0.0,Rep. Keith Ellison reacts to the travel ban ruling: “As long as [Trump] puts a very thin veneer of national securit… https://t.co/YxZVrTfThl,@CNN
-0.4939,52,Tue Jun 26 15:51:02 +0000 2018,0.198,0.802,0.0,"Cocaine and heroin supplies hit record highs globally, according to new report https://t.co/1cJr92jnZp https://t.co/ZdLcIoyCQI",@CNN
0.1027,53,Tue Jun 26 15:38:32 +0000 2018,0.0,0.931,0.069,"House Speaker Paul Ryan called on Rep. Maxine Waters to apologize for urging opponents of Trump administration to ""… https://t.co/r6DsDfHnG9",@CNN
-0.7096,54,Tue Jun 26 15:27:08 +0000 2018,0.269,0.731,0.0,"The Trump travel ban restricts entry from the following countries to varying degrees:
• Iran
• North Korea
• Syria… https://t.co/CwD0dTqgAS",@CNN
-0.9325,55,Tue Jun 26 15:26:17 +0000 2018,0.52,0.43,0.051,JUST IN: Sudan overturns death sentence for teen who killed her rapist husband https://t.co/LRWoxOdggA https://t.co/AtwcWmQgvE,@CNN
0.7003,56,Tue Jun 26 15:14:41 +0000 2018,0.0,0.756,0.244,"""We need to reclaim our values... We're a good nation, we're a good people. And we should be setting a standard on… https://t.co/14zHoRUeBD",@CNN
0.0,57,Tue Jun 26 15:00:04 +0000 2018,0.198,0.604,0.198,Read the Supreme Court's 5-4 ruling upholding the President's travel ban https://t.co/Xpe22vGafU https://t.co/AhKuYVzbJs,@CNN
-0.0516,58,Tue Jun 26 14:45:11 +0000 2018,0.171,0.667,0.162,Three key quotes from Chief Justice John Roberts' majority opinion from the travel ban ruling https://t.co/4zhSgEv1IP,@CNN
-0.7096,59,Tue Jun 26 14:43:46 +0000 2018,0.237,0.763,0.0,"This is the third version of the travel ban, which restricts entry from seven countries to varying degrees: Iran, N… https://t.co/8iilYFqARn",@CNN
0.3612,60,Tue Jun 26 14:35:06 +0000 2018,0.0,0.878,0.122,Philippine President Rodrigo Duterte promised to mend fences with the Catholic Church in the wake of scathing comme… https://t.co/ostSSY0ytk,@CNN
0.0,61,Tue Jun 26 14:21:53 +0000 2018,0.222,0.556,0.222,BREAKING: The Supreme Court has upheld President Trump's travel ban https://t.co/ZuB2RN6ker,@CNN
0.0,62,Tue Jun 26 14:14:45 +0000 2018,0.0,1.0,0.0,President Trump vs. Harley-Davidson: What's really going on? https://t.co/gZVzLq7079,@CNN
-0.5859,63,Tue Jun 26 14:04:12 +0000 2018,0.255,0.745,0.0,"Tesla is trying out an aggressive ""Mad Max"" driving mode in its prototype autopilot feature https://t.co/LgSrIqlmLB",@CNN
-0.7717,64,Tue Jun 26 13:54:05 +0000 2018,0.325,0.675,0.0,"At least 19 people were shot Monday in Chicago, where police for months have touted declining gun violence https://t.co/gX9hFCjE9E",@CNN
0.5719,65,Tue Jun 26 13:40:58 +0000 2018,0.0,0.793,0.207,Sarah Sanders effectively threw her hands up when asked how the Trump administration was going to solve the crisis… https://t.co/5TkabIuVdD,@CNN
0.296,66,Tue Jun 26 13:30:00 +0000 2018,0.0,0.879,0.121,CNN's Jim Acosta faced both heckling and supportive statements while covering a rally for incumbent South Carolina… https://t.co/H00a7C7rM5,@CNN
-0.5574,67,Tue Jun 26 13:29:08 +0000 2018,0.153,0.847,0.0,Uber's Middle East rival is recruiting Saudi women to take the wheel after a female driving ban was lifted on Sunday https://t.co/qcFdfzWkg1,@CNN
0.0,68,Tue Jun 26 13:16:55 +0000 2018,0.0,1.0,0.0,Voters across the US are heading to the polls for Tuesday's primaries. Here's what you need to know.… https://t.co/d9kX6wiJt8,@CNN
-0.6249,69,Tue Jun 26 13:05:01 +0000 2018,0.212,0.788,0.0,"As of Tuesday morning, General Electric is no longer in the Dow. Meet the new kid on the block: Walgreens https://t.co/rWaNEgF3ut",@CNN
0.0,70,Tue Jun 26 12:53:22 +0000 2018,0.0,1.0,0.0,"Hunted and stigmatized, some albinos in Malawi will vie for seats in elections next year https://t.co/JLww4uKKRm https://t.co/RfnhwPLb9q",@CNN
-0.7096,71,Tue Jun 26 12:42:31 +0000 2018,0.344,0.564,0.092,"President Trump's trade battles could escalate into a global disaster, UK Treasury chief says https://t.co/EFAphb7X9O",@CNN
-0.34,72,Tue Jun 26 12:31:18 +0000 2018,0.13,0.87,0.0,A bipartisan report is warning American institutions about future meddling in the US democratic system following th… https://t.co/PKnXXBpNwZ,@CNN
