City Name,Country Code,Random Lat,Random Lon,Latitude,Longitude,Temp (F),Humidity (%),Cloudiness (%),Wind Speed (mph)
nouakchott,mr,18.2900000000554,-17.14999999996273,18.08,-15.98,71.05,91,0,19.22
gijon,es,44.67000000006891,-5.639999999956842,43.54,-5.66,64.4,93,0,2.24
imbituba,br,-29.47999999996904,-44.40999999997668,-28.24,-48.67,62.6,93,0,6.93
naryan-mar,ru,67.19000000008043,52.680000000072994,67.67,53.09,45.4,72,12,13.06
yershov,ru,51.30000000007229,48.24000000007072,51.35,48.28,71.5,40,12,4.68
mazagao,br,0.760000000046432,-52.559999999980846,-0.12,-51.29,78.8,100,40,4.7
lixourion,gr,38.140000000065555,20.170000000056362,38.2,20.43,74.38,100,24,0.54
kavaratti,in,12.940000000052663,66.7500000000802,10.57,72.64,78.7,100,80,21.12
damaturu,ng,11.620000000051988,11.78000000005207,11.75,11.96,75.82,77,0,16.31
rusape,zw,-19.209999999963784,31.70000000006226,-18.53,32.12,40.45,84,0,2.55
saint-denis,re,-19.579999999963974,55.52000000007445,-20.87,55.47,68,72,64,8.05
mogadishu,so,-3.0899999999555376,48.89000000007104,2.04,45.34,78.52,100,68,16.31
cervo,es,44.350000000068746,-7.6499999999578705,43.67,-7.41,62.77,96,92,12.73
segovia,co,7.160000000049706,-74.7399999999922,7.08,-74.7,70.87,95,76,1.77
norilsk,ru,68.81000000008123,88.2300000000912,69.35,88.2,64.93,57,20,5.79
grand-santi,gf,3.5000000000478337,-54.79999999998199,4.27,-54.38,74.83,91,56,2.66
babati,tz,-4.409999999956213,35.930000000064425,-4.21,35.75,59.8,99,88,4.79
iraquara,br,-12.079999999960137,-41.79999999997534,-12.24,-41.62,62.23,88,68,8.48
benguela,ao,-12.929999999960572,12.590000000052484,-12.58,13.4,69.16,100,80,3.22
monrovia,lr,3.780000000047977,-12.229999999960214,6.33,-10.8,69.8,94,75,6.24
gravdal,no,69.54000000008162,12.750000000052566,59.79,5.78,53.6,71,92,6.93
maputo,mz,-26.719999999967627,33.060000000062956,-25.97,32.57,64.4,88,40,11.41
ibirama,br,-26.839999999967688,-49.7399999999794,-27.05,-49.52,53.05,96,76,2.21
dinajpur,bd,25.530000000059104,88.77000000009144,25.63,88.63,82.21,93,64,8.81
akhtubinsk,ru,48.560000000070886,46.28000000006972,48.29,46.17,72.58,59,0,2.77
kudahuvadhoo,mv,2.4500000000472966,63.68000000007862,2.67,72.89,81.22,100,32,8.14
bukama,cd,-10.069999999959109,25.1300000000589,-9.2,25.85,58.9,72,8,3.67
inhambane,mz,-23.9299999999662,39.32000000006616,-23.87,35.38,66.55,100,0,8.14
guhagar,in,17.160000000054822,72.18000000008297,17.48,73.19,75.82,100,100,6.24
karoi,zw,-16.099999999962193,29.710000000061243,-16.82,29.68,51.34,81,0,5.68
oristano,it,39.850000000066416,8.560000000050422,39.9,8.59,68,94,20,3.36
bealanana,mg,-14.389999999961319,48.430000000070834,-14.54,48.75,59.62,93,20,4
beloha,mg,-34.0999999999714,41.84000000006745,-25.17,45.06,58.45,96,76,3.44
jawhar,in,19.97000000005626,73.16000000008347,19.91,73.23,75.91,100,92,4
hornepayne,ca,49.13000000007116,-84.38999999999713,49.22,-84.78,65.65,52,0,7.47
mocuba,mz,-18.819999999963585,38.930000000065945,-16.84,36.99,60.79,91,0,2.66
anajatuba,br,-3.30999999995565,-44.27999999997661,-3.26,-44.62,71.95,100,48,3.56
brae,gb,61.89000000007769,-1.6799999999548163,60.4,-1.35,48.2,70,92,12.75
tshikapa,cd,-5.679999999956863,20.09000000005632,-6.42,20.79,66.37,83,0,2.1
kargasok,ru,58.67000000007607,80.11000000008704,59.06,80.87,57.73,90,80,7.58
beisfjord,no,67.73000000008068,18.440000000055477,68.38,17.6,44.6,93,92,3.36
charagua,bo,-19.879999999964127,-62.739999999986054,-19.79,-63.2,65.02,57,8,13.85
natal,br,-4.789999999956407,-31.80999999997023,-5.81,-35.21,75.2,83,0,9.17
kaspi,ge,41.98000000006752,44.39000000006877,41.93,44.42,66.2,88,40,6.93
kajaani,fi,63.73000000007863,27.91000000006032,64.22,27.73,50,76,0,14.99
talnakh,ru,76.170000000085,87.21000000009064,69.49,88.39,64.93,57,20,5.79
kedgwick,ca,47.91000000007057,-67.08999999998828,47.65,-67.35,54.31,64,0,6.13
oranjemund,na,-28.79999999996869,16.580000000054525,-28.55,16.43,58.72,98,0,14.29
necochea,ar,-51.21999999998016,-52.2799999999807,-38.55,-58.74,48.82,90,12,8.48
ipixuna,br,-6.129999999957093,-71.06999999999032,-1.76,-48.8,77,88,40,8.05
fougamou,ga,-1.4999999999547242,10.45000000005139,-1.22,10.59,66.37,95,64,2.55
hwange,zw,-18.659999999963503,26.610000000059657,-18.35,26.5,48.19,71,0,5.79
ngorongoro,tz,-2.849999999955415,34.97000000006393,-3.24,35.49,53.77,96,48,2.55
willowmore,za,-33.499999999971095,23.5700000000581,-33.3,23.49,27.13,74,0,2.55
mizdah,ly,30.23000000006151,13.660000000053031,31.45,12.98,61.33,90,12,4.79
trapani,it,39.070000000066045,11.940000000052152,38.02,12.54,71.06,77,0,1.12
bridlington,gb,54.640000000074,0.2600000000461762,54.08,-0.19,63.81,82,0,13.87
bartica,gy,5.850000000049036,-59.71999999998451,6.41,-58.62,77,94,20,2.44
maragheh,ir,37.240000000065095,46.17000000006965,37.39,46.24,57.46,46,0,5.01
bambey,sn,14.860000000053645,-16.459999999962378,14.7,-16.45,66.64,94,0,9.04
shakiso,et,4.970000000048586,39.900000000066456,5.77,38.9,56.83,100,100,1.77
nikolskoye,ru,51.36000000007232,38.72000000006585,59.7,30.79,53.6,76,0,8.95
matara,lk,0.6100000000463552,82.1900000000881,5.95,80.54,81.76,89,92,11.72
roald,no,72.4400000000831,2.220000000047179,62.58,6.12,50,76,92,28.86
dovolnoye,ru,54.480000000073915,79.2800000000866,54.5,79.67,62.59,89,64,10.83
marmarion,gr,38.03000000006551,24.3500000000585,38.05,24.32,76.19,50,20,9.17
turayf,sa,33.23000000006304,38.34000000006566,31.68,38.65,68,45,0,6.93
borgarnes,is,65.4000000000795,-21.889999999965156,64.54,-21.92,44.6,70,75,4.7
oranjestad,aw,13.390000000052893,-69.62999999998958,12.52,-70.03,80.6,83,20,16.11
gorom-gorom,bf,14.81000000005362,-0.06999999995399264,14.45,-0.24,82.75,55,0,14.74
shalyhyne,ua,51.54000000007241,34.310000000063596,51.58,34.1,70.6,73,12,8.25
nykoping,se,58.910000000076195,16.790000000054633,58.75,17.01,50.99,81,0,14.99
durban,za,-30.529999999969576,32.180000000062506,-29.86,31.03,68.53,100,88,5.23
bobcaygeon,ca,45.16000000006915,-78.56999999999415,44.54,-78.55,62.6,77,20,3.36
kapuskasing,ca,48.630000000070936,-82.5799999999962,49.42,-82.43,73.4,43,40,4.7
bongandanga,cd,1.100000000046606,20.310000000056434,1.51,21.07,68.35,98,32,3.22
ardakan,ir,33.12000000006299,53.96000000007365,32.31,54.02,82.4,11,0,9.17
lakshettipet,in,19.0700000000558,79.16000000008654,18.89,79.21,83.47,78,12,6.13
inyonga,tz,-6.849999999957461,32.200000000062516,-6.72,32.06,53.86,66,0,5.01
beitbridge,zw,-21.599999999965007,30.33000000006156,-22.22,30,48.46,80,0,3.22
mamallapuram,in,11.37000000005186,82.41000000008819,12.63,80.17,86,62,40,6.93
saint-augustin,ca,57.100000000075255,-61.919999999985635,45.63,-73.98,68.09,55,20,4.7
malanje,ao,-10.339999999959247,17.320000000054904,-9.54,16.35,55.3,98,56,2.66
koulikoro,ml,12.380000000052377,-7.039999999957558,12.86,-7.56,82.4,65,56,9.17
lokosovo,ru,59.720000000076595,75.08000000008445,61.13,74.84,64.12,65,80,4.23
tabas,ir,34.210000000063545,56.050000000074704,33.6,56.92,79.42,17,0,2.77
impfondo,cg,1.4900000000468054,17.340000000054914,1.64,18.07,71.14,97,76,2.77
benghazi,ly,33.75000000006331,17.830000000055165,32.12,20.07,69.8,77,0,4.7
sayat,tm,38.000000000065484,63.21000000007837,38.78,63.88,71.6,35,0,4.7
awjilah,ly,28.600000000060675,21.040000000056807,29.14,21.3,70.87,57,0,5.68
havre-saint-pierre,ca,51.54000000007241,-63.0199999999862,50.23,-63.6,55.4,76,20,5.82
yazd,ir,31.960000000062394,54.400000000073874,31.89,54.36,82.4,11,0,9.17
permet,al,40.29000000006664,20.350000000056454,40.23,20.35,57.37,100,80,1.66
camacha,pt,37.09000000006502,-17.409999999962864,33.08,-16.33,67.23,77,75,11.41
ulundi,za,-28.399999999968486,31.030000000061918,-28.29,31.43,51.97,100,88,2.44
mantes-la-jolie,fr,49.07000000007116,1.6000000000468617,48.99,1.71,59.4,93,20,2.77
shahrud,ir,36.63000000006478,54.85000000007409,36.42,54.97,56.65,91,0,3.44
nantucket,us,37.650000000065305,-68.55999999998903,41.28,-70.1,64.4,68,1,0.43
putina,pe,-14.429999999961339,-69.05999999998929,-14.91,-69.87,42.8,70,40,2.66
boende,cd,-0.3699999999541461,21.580000000057083,-0.28,20.88,69.43,99,36,3.44
tarancon,es,40.07000000006656,-2.7499999999553637,40.01,-3.01,71.6,53,0,2.24
kalangala,ug,-0.9099999999544224,32.410000000062624,-0.32,32.29,66.2,88,75,5.82
kayerkan,ru,70.12000000008192,87.49000000009079,69.35,87.76,68.08,60,12,9.82
avallon,fr,47.24000000007021,3.7300000000479514,47.49,3.91,57.91,92,0,4.79
mecca,sa,22.92000000005777,41.11000000006709,21.43,39.83,93.2,44,0,1.99
lebu,cl,-38.04999999997342,-86.8599999999984,-37.62,-73.65,50.53,100,0,15.64
broceni,lv,56.74000000007507,22.480000000057544,56.7,22.53,57.55,53,0,12.62
catio,gw,11.150000000051747,-15.099999999961682,11.28,-15.25,74.92,86,20,7.58
yaviza,pa,8.440000000050361,-77.65999999999369,8.16,-77.69,70.96,100,64,1.99
bhuj,in,23.320000000057973,69.3200000000815,23.25,69.67,83.92,81,100,9.04
suez,eg,29.92000000006135,32.58000000006271,29.97,32.54,67.9,70,0,2.66
eyl,so,3.7300000000479514,57.130000000075256,7.98,49.82,77.17,84,0,18.21
novokuznetsk,ru,53.84000000007359,87.18000000009064,53.76,87.14,68.62,61,0,8.03
salekhard,ru,66.44000000008003,66.99000000008033,66.54,66.62,51.25,99,92,15.86
buchanan,lr,4.250000000048217,-9.559999999958848,5.88,-10.05,69.8,94,75,4.79
kabalo,cd,-6.899999999957487,25.920000000059304,-6.05,26.92,63.13,86,0,3.11
aswan,eg,22.88000000005775,28.740000000060746,24.09,32.9,80.5,38,0,7.14
geraldton,ca,50.48000000007187,-88.54999999999926,49.72,-86.95,73.4,43,75,8.05
tabuk,sa,29.150000000060956,36.4700000000647,28.38,36.58,82.4,43,0,5.82
mumford,gh,1.2300000000466724,0.8100000000464576,5.26,-0.76,73.03,97,88,9.71
ziniare,bf,12.710000000052545,-0.9699999999544531,12.58,-1.3,84.2,70,0,11.41
mohgaon,in,21.530000000057058,78.71000000008632,21.65,78.72,80.32,92,48,6.46
selb,de,50.180000000071715,12.150000000052259,50.17,12.13,57.2,93,0,2.55
krasnogvardeyets,ru,52.680000000072994,52.40000000007285,46.16,39.17,66.73,48,0,2.66
waldshut-tiengen,de,47.680000000070436,8.36000000005032,47.62,8.22,59.9,87,0,3.36
luanda,ao,-10.329999999959242,8.020000000050146,-8.83,13.24,71.6,83,75,3.36
mayumba,ga,-6.069999999957062,7.860000000050064,-3.44,10.65,72.49,100,92,6.46
micheweni,tz,-5.00999999995652,40.94000000006699,-4.97,39.83,78.07,100,0,14.63
susehri,tr,39.37000000006617,38.35000000006568,40.16,38.09,52.87,98,88,2.55
pedernales,do,15.980000000054218,-71.68999999999063,18.04,-71.74,79.42,100,36,9.15
hendek,tr,40.45000000006672,30.72000000006176,40.8,30.75,64.4,100,75,2.1
planadas,co,3.1500000000476547,-75.67999999999267,3.2,-75.65,80.6,51,75,10.29
ashta,in,16.870000000054674,74.43000000008414,16.95,74.41,73.84,99,80,4.45
uruacu,br,-14.269999999961257,-48.82999999997894,-14.52,-49.14,62.05,69,0,4.68
ferrol,es,45.070000000069115,-8.949999999958536,43.48,-8.23,63.59,88,8,2.44
sharjah,ae,25.300000000058986,56.96000000007518,25.36,55.39,84.06,58,0,4.7
aksu,cn,41.660000000067356,79.76000000008685,41.12,80.26,57.19,100,92,4.79
ntungamo,ug,-1.0799999999545093,29.400000000061084,-0.87,30.27,62.77,87,92,1.21
methoni,gr,36.11000000006452,21.34000000005696,36.82,21.7,66.2,77,20,4.7
caraguatay,py,-25.2999999999669,-56.719999999982974,-25.24,-56.83,68,72,0,3.36
muisne,ec,2.2500000000471942,-81.89999999999586,0.61,-80.02,73.39,92,76,3.11
sur,om,18.420000000055467,61.03000000007728,22.57,59.53,88.6,82,0,10.71
onega,ru,64.8500000000792,38.180000000065576,63.91,38.09,53.95,89,92,6.24
boddam,gb,56.74000000007507,0.4100000000462529,57.47,-1.78,48.2,100,90,3.36
bezhetsk,ru,57.73000000007556,36.730000000064834,57.78,36.69,57.73,66,0,20.22
jaisalmer,in,27.020000000059866,71.11000000008244,26.91,70.91,86.89,60,0,12.06
eidsvag,no,62.47000000007802,7.89000000005008,62.78,8.07,49.1,66,92,25.28
sawakin,sd,19.09000000005581,37.47000000006521,19.1,37.33,84.2,70,0,5.82
islamkot,pk,24.900000000058782,70.1300000000819,24.7,70.18,83.56,80,76,9.26
tabou,ci,-3.119999999955553,-5.469999999956755,4.42,-7.36,78.88,100,100,6.58
stornoway,gb,58.66000000007605,-7.109999999957594,58.21,-6.39,48.2,87,92,1.12
garowe,so,9.130000000050714,48.34000000007077,8.41,48.48,76.36,54,0,12.73
araouane,ml,20.100000000056326,-6.169999999957113,18.9,-3.53,81.04,18,0,5.79
urucara,br,-0.7199999999543252,-58.829999999984054,-2.54,-57.76,71.77,100,56,3
karpogory,ru,64.16000000007887,44.890000000068994,64,44.44,58.72,100,92,3.22
hunucma,mx,21.20000000005689,-89.88999999999994,21.02,-89.88,86,62,75,6.93
pendra,in,22.840000000057728,82.01000000008798,22.77,81.96,83.83,75,32,4.23
brattvag,no,62.77000000007814,6.370000000049302,62.6,6.44,50,76,92,28.86
shiraz,ir,29.330000000061048,52.2700000000728,29.61,52.54,66.2,14,0,3.11
purpe,ru,64.97000000007927,76.9700000000854,64.48,76.69,64.66,100,56,4.45
mogwase,za,-25.37999999996694,27.170000000059943,-25.28,27.22,37.12,71,0,1.1
katakwi,ug,2.070000000047102,34.190000000063534,1.91,33.96,63.04,100,88,3.44
bridgetown,ca,44.39000000006877,-65.26999999998735,44.84,-65.29,62.6,55,5,5.82
amvrosiyivka,ua,47.51000000007036,38.37000000006566,47.79,38.48,67,59,0,2.77
kautokeino,no,68.7200000000812,24.040000000058342,69.01,23.04,52.69,84,92,4.68
kemin,kg,42.78000000006793,75.5600000000847,42.79,75.7,57.55,63,80,2.55
mitsamiouli,km,-6.70999999995739,46.43000000006981,-11.38,43.28,77.89,100,8,7.14
mpanda,tz,-6.739999999957405,31.09000000006195,-6.34,31.07,52.96,83,0,3.11
kochi,in,9.780000000051047,75.63000000008475,9.96,76.25,77,94,90,5.12
talara,pe,-4.529999999956274,-83.56999999999671,-4.58,-81.27,63.58,96,36,4.68
honningsvag,no,72.86000000008332,25.670000000059176,70.98,25.97,50.62,84,68,4.23
floro,no,61.91000000007773,4.6000000000483965,61.6,5.03,50,71,88,18.34
goba,et,6.680000000049461,39.910000000066475,7.01,39.97,48.37,92,48,3.11
pudozh,ru,61.550000000077546,37.140000000065044,61.81,36.54,51.61,85,0,21.23
puri,in,19.17000000005585,85.7400000000899,19.8,85.85,84.2,89,40,2.24
tignere,cm,7.2800000000497676,12.25000000005231,7.37,12.65,63.85,98,92,4.56
ouidah,bj,5.790000000049005,2.1700000000471533,6.37,2.09,78.8,78,40,17.22
kathmandu,np,31.040000000061923,85.90000000008999,27.71,85.32,73.4,78,40,2.55
manica,mz,-18.219999999963278,33.08000000006297,-18.94,32.88,60.8,82,0,2.24
colesberg,za,-31.089999999969862,25.570000000059125,-30.72,25.1,27.13,73,0,2.44
vicuna,cl,-29.71999999996916,-69.48999999998951,-30.03,-70.71,51.8,87,90,3.36
bandarbeyla,so,9.420000000050862,49.86000000007155,9.49,50.81,76.99,84,8,25.7
qandala,so,11.990000000052177,50.29000000007176,11.47,49.87,78.79,68,12,5.79
aripuana,br,-10.429999999959293,-59.889999999984596,-9.17,-60.63,80.32,60,64,3
dasoguz,tm,40.25000000006662,59.670000000076584,41.84,59.97,63.14,48,0,2.24
asnaes,dk,56.130000000074745,11.440000000051896,55.81,11.5,51.8,81,24,5.82
pitimbu,br,-7.369999999957727,-33.7099999999712,-7.47,-34.81,71.6,88,0,9.17
zorritos,pe,-3.4899999999557423,-80.77999999999528,-3.68,-80.68,69.8,88,75,8.05
neuquen,ar,-36.80999999997279,-67.48999999998848,-38.95,-68.06,44.6,75,0,2.24
touros,br,-2.7299999999553535,-35.669999999972205,-5.2,-35.46,75.82,91,76,13.73
tarrafal,cv,15.28000000005386,-23.959999999966215,15.28,-23.77,71.6,78,75,11.41
chatra,in,24.29000000005847,84.43000000008925,24.21,84.87,89.6,59,40,9.17
skjervoy,no,73.38000000008358,20.430000000056495,70.03,20.97,48.73,90,80,2.21
